Label,Text
notsarc,"Well, that's generally true of any process that uses energy. Some is wasted."
notsarc,I don't think that any marriage rights are required at all by the Consitution.
notsarc,"And I just say that it would be unjust and unfair of you to force metaphysical belief systems of your own which constitute religious belief upon your follows who may believe otherwise than you. Get pregnant and treat your fetus as a full person if you wish, nobody will force you to abort it. Let others follow their own beliefs differing or the same. Otherwise you attempt to obtain justice by doing injustice.Mo"
notsarc,"But growth is fairly irrelevant. My sperm can grow into a human too, and have mental existence, yet ejaculating isn't murder. It just becomes a huge debate on where to draw the line, therefore it is best to focus on the state that it is right NOW. Not what it was or could possibly be.That seems reasonable to me.[/QUOTE]"
notsarc,You know what is far worse than murder itself? Executing people to save some money.
notsarc,"Well be cynical if you want, if someone in your family had done as you ascribed you wouldn't be here to be so glib. Nor would the human race or any other species where penile-vaginal sex takes place. I guess all those years of biological reproduction show it. You will also notice I didn't make it an absolute statement. I said ""minimal or negligable physical damage"".I understand that female biology undergoes truama too during sex, the fact is the trauma of vaginal sex i.....1. more forgiving and 2. Obviously possible of greater/important final result. And um, like with lesbian activities, the size of the ""peg"" also matters so how do you know lesbian activities are a lot less harmful."
notsarc,"I see the difference, but that's not what Obama is trying to do. He got us to buy the pig at a firesale and is hoping to make money selling it back to the original farmer or give it to the fieldhands."
notsarc,"When the President is in public, there are plenty of people around him ...with guns."
notsarc,"I have no idea what this could possibly mean. It makes no sense, semantically or logically. It is so vague as a concept as to be worthless in terms of the pursuit of knowledge."
notsarc,"Intelligent design comes in many flavors too.ID that submits as a designer something that has any quality of the unknowable is irrational.ID that submits we were created/designed by things inside the universe that are knowable are rational claims. However, they have no evidence, so they have a long way to go to be shown to be worthwhile to pursue. Even a simple application of Occam's razor tells us that to suspect a thousand theories on how life has changed on earth is unecessary when another theory can fulfill the description entirely, of life, and they have evidence to support it. It's why this theory is discarded onto the heap of any number of theories that simply isn't going anywhere. You can make up a theory right now about how life began, but if it cannot be supported by evidence or is redundant to a theory already described...why would we?"
notsarc,"Just curious, is it beyond you to make a post that includes common sense and logic? I'm thinking it is since all of you posts seem to be based on rhetoric and emotion. Three paragraphs and all of them contain a falsehood/ lie, congrats your batting 1.000."
notsarc,So who's the head honcho?   It's not like all these professional scientists all see eye to eye. There are even scientists that hold to theistic evolution.
notsarc,"I believe a man should be able to opt out of fatherhood.The problem with this article for me is the moral ambiguity - there is no consistent argument laid out for free choice, that is choice for women and men, or even one for consistent slavery (forced births from women, forced money from men). It reeks of the vindictiveness that can be seen in any number of fringe movements, of the ""I don't really care whether we live in a just society, as long as you're not treated better than me"".So yes, I ""a real pro-choicer"" agree with Matt here, the pro-choicers who are portrayed as disagreeing appear to be some kind of stereotyped 1970s feminist-socialist-activist-bra-burning type."
notsarc,"If there is a positive relationship between drug consumption and crime, it doesn`t seem very likely that crime would go down as a result of lowering the price on drugs (and thus rasing consumption)."
notsarc,Actually it would be impossible for the monblock to spin. There is NO PLACE OUTSIDE OF IT from which to observe! Any observer would necessarily be inside the budding universe - no place else to go you see. Indeed its still impossible for us to know whether the universe as a whole is spinning or not!!!! Sorry I was being a bit ironic thinking you would see the point. Guess not though.
notsarc,"And that's the rub: it never has (apart from when it has of course, with the various versions that exist). You choose to put faith in the writings of a primitive bronze age society. I prefer to trust a textbook that is regularly updated to reflect our latest findings; our most up to date and accurate knowledge of the world."
notsarc,"Chuz, the purpose of this summary is not to summarise your arguments as a whole - it is to summarise what your argument is up to this point.   Why not post just a summary of your position so far, as you see it - I can do the same, then you can continue with your argument?   There's no point in writing an argument, summarising it and then leaving the thread before I've had a chance to respond to even your argument (never mind your summary). If you are going to simply ignore any criticisms of your reasoning, then I struggle to see the point of you repeatedly requesting a one-on-one debate in the first place - you essentially regress your argument to the 'because I said so' that you are (presumably) hoping to avoid, it's just that there's slightly more detail."
notsarc,Jake good try at manipulating scriptures. Jesus is all about family values. The point of thsoe scriptures is that His gospel is above everything else. The only thing that comes before family is GOD. He loves families but won't let a family bring someone down. The US rescues kids from bad homes too because to be in an enviroment that is detrimental serves no one.
notsarc,"This has everything to do with guns,how are these people suppose to protect   themselves?Since the police have been told to just let them go, crime will run   rampant, it will become THE place to go if you feel like duing a little robbery a little burglary,gosh wonder if they gotta let rapo's and killers runaway to.   Only 2000? I lived in George Wa. and the population was less than 2000,it was also just off I-90 and we had plenty of crime from people passing through not   necessarily from people who lived there."
notsarc,"Really? 'cuss what I always see with anti-choicers is that they seem to think that the pregnant woman is invisible. This means that all men and all fetuses have a right to life at all times, but women, for some unknown reason, seem to lose that right when they become pregnant. Weird."
notsarc,it has been known for a long time -- it's just been surpressed because it contradicts genetic determinism and neo-darwinsm in general.
notsarc,That distinction may be irrelevant since they do say that no god that any religious person believes in exists. And that is what I was getting at originaly. Still I think that the idea that the existence of all religious gods can be ultimately refuted based on the logic you bring up is invalid.
notsarc,"I think the OP said it pretty well. If an organism or cell can process information and then make decisions based on that information, that's intelligence."
notsarc,"Depends on the usage. Generally, it just refers to the Theory of Evolution or a change in allele frequencies in a population."
notsarc,"So please tell me who would be the actual criminals if the Government violated the Supreme Law of the Land and made all guns illegal?But I do thank you for proving that there are people out there who want them all, despite The Bill of Rights says and what the Supreme Court proved was the correct meaning!"
notsarc,"Oh I can easily spend $1,000 dollars an hour. If I could I would also have plenty of reason to live to be 114."
notsarc,"If this is what passes for American healthcare, then your need for change is even more desperate. None of these ""treatments"" is available on the NHS."
notsarc,"Sure they matter. But that isn't the issue here. You posted this in the abortion forums as if this medical malpractice which is taking place in an impoverished third world country is justification for it in America. That is a ludicrous and totally bogus argument to make.If you thought rationally, you would have it in the health forum and be complaining about how third world countries are so ill prepared for this common problem when we have the technology so readily available to avoid it. My Lord simone, a simple C-Section is all that is required to make this a non issue for mother and baby. But you ignorantly post this drivel as if abortion is the solution. It makes no sense at all, and yet you post it thinking that you're contributing something rational. Go figure, huh!!! emoticonXFrazzled"
notsarc,"Oh, I don't think there's anything wrong with it, I'm completely for it."
notsarc,"Well to get healthcare from $6000 per person to $3,400 per person you'd have to pay them less or fire them. So do I understand you correctly that we will either cut pay or fire doctors and nurses?EDIT: that seems dramatic...not ""fire"" them but they will basically go into another profession since they are no longer needed."
notsarc,But doesn't Genesis imply that creation occured in one 7-day period (though the days could be symbollic)?
notsarc,"This question is premised on an untenable assumption: that people should not be allowed to vote on particular issues. This premise is clearly not true in any democratic society, and is especially not true in the United States. In the United States, it is a contradiction in terms to say someone is not allowed to vote on X. I have demonstrated this before, and yet the same silly question keeps coming up."
notsarc,"I think that's a good question. I also wonder how long the medical establishment has had this rule? Since there must be some long-standing procedures in executions in the United States that require, by law, a doctor's supervision."
notsarc,"Though I know you directed this question at Cthulhu, I will nonetheless jump in to say that I would quickly choose the newborn mentally retarded baby to live and the zygote to die. That is obvious to me since the mentally retarded baby is a currently existing person vs. the zygote being merely a potential person. That zygote may have more potential for the future but the decision is being made in the present. I would feel far more guilt in sentencing a real person to die than in sentencing a potential person (now merely a cell) to die."
notsarc,"That interpretation is fine except that God says, ""I WILL make a helper suitable for him."" He hadn't made the animals yet in verse 18, but he created Adam in verse 7."
notsarc,Apparently you thought I was claiming that pro-lifers thought that the baby's life was more valuable than the mother's life. So I clarified:
notsarc,"Well if you're going to quote that article that mentions Canada to support your opinion, then does that mean you're in favor of gun registration and licensing? Canada has them. And if the NRA is really interested in enforcing laws why do they ask congress to reduce the budget of law enforcement? The NRA uses its political muscle to make it easier for criminals to obtain guns. Robert Ricker, former top lawyer of the NRA, talks about it. "
notsarc,Because he was found guilty of murdering a minor rather than an adult. Any crime committed by an adult against a child is more heinous in nature.
notsarc,"What Is a Human Person and Who Counts as a Human Person?: A Crucial Question for Bioethics by Prof. William E. MayThere is also an extremely academic school of thought which views the human person in terms of the ego in all its derivations. I cannot hope to summarize what this is all about, please refer to:Philosophical Critiques: The Human Person - 3 One could also consider the social development of an infant, inasmuch as humans are, in most cases, very social animals.According to primatologist Sarah Blaffer Hrdy, the human species is specifically developed to be part of a social system and a newborn infant comes ready made to push all the buttons of the system:"
notsarc,"Actually, I believe it was a Reagan policy continued by both Bushes."
notsarc,"This does not mean that the column is fantastic nor imaginative. It may very well be that not all areas of the earth accumulated all types of rock that form the column; this does not mean that the years at which similar columns were deposited in different places in the world are not similar. And of course, even if the Geologic column is not true, this provides no evidence of creationism."
notsarc,"Although i personally oppose abortion,i agree that two wrongs dont make it right."
notsarc,"Yes. The better question is, did it happen just like in Genises? I don't think so."
notsarc,Out-and-out lie. There's really no other way to put this.
notsarc,"Yes yes, this was all covered in Wells' previous book, Icons of Evolution. It has been refuted numerous times (some even on this forum). See here for a thorough debunking."
notsarc,"Because I am one who likes see things from different angles. What better way to fight your enemies then to understand their viewpoint. Before I am attacked on the the last statement, just because I understand a viewpoint does not meant that I accept it as true or that I don't reject it."
notsarc,"Not many women would say they had an abortion now, let alone back when it was illegal.It is an emotionally trying event. I can understand why she wouldn't for that reason alone. Another possibility is that the Administration is buying her silence, or it could be a combination of the two."
notsarc,This coming from the person that makes insane claims without providing evidence. Atleast provide some when asked!
notsarc,"You can not create the general from the specific, only the specific from the general"
notsarc,"If I were to become upset merely because you told me the ideas were wrong, you might have a point. But I don't; never have, so far as I recall. An idea can't be stupid, or simple-minded. An idea can be right or wrong, or perhaps partly both. When you describe an idea as stupid, you are saying it is wrong and one would have to be stupid to think that. When you describe an idea as simple minded you are saying it is wrong and one would have to be simple-minded to think that."
notsarc,"An independant perspective doesn't make it a good thing. Politicians that propose anti-gun legislation don't have to live in the real world with those of us that the bill will affect, they shouldn't be allowed to propose it."
notsarc,"I think you need to answer the same question I asked the other guy, who is God?"
notsarc,"Just how do you suppose the government seeking permision would work in reality? And what exactly are you afraid of? It seems odd when people advocate blind trust for Joe Civilian, but then think that the government shouldn't be allowed to be armed. I think there must be a balance in trust given both ways."
notsarc,Do you actually have any idea how science works? Why are you not embarrassed for creationism?
notsarc,I see. So you can't give an example of a dinosaur being dated with carbon 14. None of us thought you could.
notsarc,"Actually, natural selection tends to preserve a species with only minor changes in a stable environment. But environments tend to change. I don't know what that ""incipient organ"" junk is supposed to mean. Is that another way of saying ""what good is half a wing."" Well, check out a penguin to find out. Look at a seal flipper. It has the same bones, arranged in the same way as a monkey. What good is it for a land animal? And what does ""fully functional"" mean? What function? Perhaps the new organ had a different purpose - take the clawed hands of fossil birds for example. They were good for catching prey and climbing, just like they were for their dinosaur ancestors. But those clawed wings also allowed early birds to fly."
notsarc,"They are both written in the bible. Neither of them have any evidence (apart from the bible) to support their existence. One of them has been proven to be utterly false. This naturally discredits the other, as they appear in the same publication by the same author. Why decide one is true when the other is clearly not, and neither have any other supporting evidence?"
notsarc,"I'll have you know that the abortion went without a hitch, and my uterus is perfectly healthy, thankyouverymuch (not that it is any of your emoticonXCensored business), and yes, I do plan to have a child in the future, and don't really care what you think about it."
notsarc,"Actually, we didn't. The first record of a melanic form was in 1848. Presumably other melanic individuals had appeared before this, both in Biston bebularia as well as other moths. We know that a similar mutation occucrred in other moths North America some years after the 1848 record of the B. betualria.There are actually several alleles of the gene responsible for color that form a dominence hierarchy with the fully black morph (called carbonaria) as the top dominant and the typical as recessive. The intermediate forms are referred to as insularia. They are uncommon. At any rate, by 1895, 98% of observed B. betularia in industrialized areas were carbonaria."
notsarc,Both. It's where a human life begins but not a life yet.
notsarc,"You're right, I think he has made such comments. Sorry. I think he's wrong and went too far."
notsarc,"You think ""the unborn child is worthy of protection""...""but not more so than the mother, probably less""...yet you believe ""in most circumstances the child should be carried to term?"""
notsarc,Yer lucky you ain't as old as me. They would have loved you with the M-1!
notsarc,"And Atilla's army of as many as 1/2 million men was beaten and forced into retreat by the Romans and Visigoths in 451AD. A year later, he was forced to make peace after devastating the Roman countryside...but NOT Rome itself.He died a year later in 453AD."
notsarc,"Oh it's no mistake Montalban. I, unlike you, am quite clear in my arguments, and have a direction and a goal. We can take your other definitions of creationism one at a time, thank you very much. I'd like to first focus on the one that involves your god, or any god, described as being unknowable (which you have said your god is). Will you ""allow"" us to focus on ONE thing? You see, if we have a list of 4 things, and we go through them one by one, we can maybe arrive at the end!!! Crazy thought isn't it!"
notsarc,"I'm not sure where anyone said it related to evolution, the big bang, etc., but I might have missed something."
notsarc,But it should be the job of science to establish a clear line between just where established fact stops and philosophy starts. There's no indication that they're getting it done.
notsarc,You're working at the wrong end of the problem. We need young to survive. It's the old that are expendable.
notsarc,But that is your goal whether you want to admit it or not. And that is your sole way of defending creationism as you have admitted you cannot argue creationism based on its own merits. Creationism is wrong independent of Evolution. Even if you somehow manage to disprove evolution (along with every science) you still have to even take a single step towards proving Creationism.
notsarc,"you based this (and other claims) on a summary of the biomorphs program at website that either a) didn't also provide dawkins limitations on the program or b) had the limitations and you didn't bother to relay this information to the forum. You then make incredulous statements about how unrealistic the biomorphs are. any quotations of web pages are irrelevant because they do not address the basic issue that you are suggesting dawkins puts the biomorphs forth as a model of evolution and natural selection. This is not true as i have quoted part of his book that puts limitations on the biomorphs program, and draws attention to what ""morals"" should be drawn out of the biomorphs."
notsarc,You don't have to be the best organism to survive. You just have to be good ENOUGH.
notsarc,"Well firstly we do not know that ""volition"" must be embodied in living organisms only - computers MIGHT be capable of exhibiting it. I think you will find that there is NO valid reason for believing otherwise. And volition itself is NOT a defining characteristic of life. No biologist would buy that assumption. Sponges, bacteria, corn plants etc etc etc are mindless organisms and so far as can be determined do not act out of volition."
notsarc,"Just to be sure you understood, it was the picture below that picture you were supposed to look at."
notsarc,And you believe that to be what? You really need to just say who/what you think the Creator is to save us from having to make all these clarification posts.
notsarc,"So what if he dislikes science? If he believes something else, he has the right to believe that way. My problem here is that he shows more closed-mindedness to the viewpoints of others."
notsarc,It doesn't matter whether it is religous or not. The odds of anyboy being fired over such a thing are slim to none. Morning after pills can not possibly make up eough of any given pharmacys revenue to make it worth the expense of replacing a skilled employee.
notsarc,"this statement isn't logical.It does not follow that if the person who creates the laws has to therefore follow them or can't change them...or even that they apply to him. If a teacher says ""no talking in the classroom"" it doesn't apply to the teacher now does it."
notsarc,"So please, feel free to leave this thread to those who DO wish to discuss the issue. No one is forcing you to discuss the topic of this or any other thread. I notice you evidently are not interested in ""Understanding ""Sexual Prejudice"""" That is absolutely fine with me.Or are you now opposed to ""Freedom of Speech"" also?"
notsarc,Not true Our laws were originally founded on the precepts of the 10 commandments........
notsarc,So then women who are pregnant shouldn't be allowed to   1) Smoke   2) Take any kind of drug that could possibly harm the child   3) Drink   or do any otherwise legal action?   And VOR takes another giant step towards fascism.
notsarc,"But the belief that 'its gotten us far' is itself a 'scientific' type belief, in fact it has less proof on the empirical assumptions than the science itself. Justifying the validity of experience by experience is the intellectual equivalent of saying'God must exist, because God is good and would not allow a world without God'."
notsarc,"Oh, buddy, Atheism has EVERYTHING to do with that. The morality-less framework of Atheism ALLOWED them to justify the horrors that they inflicted."
notsarc,"I may be a pro-gunner but what doe's that have to do with with gay rights?   Since I'm a pro- gunner I won't force my life style or views on you,if you don't force yours on me.Deal?   After all you seem to be the expert on gay rights."
notsarc,"1 - It is innacurate. We allow killing in times of war, in self defense, and in state sanctioned executions. So we already have a situation where, when given X mitigating factors, it is justifiable to take a life. It is impossible to say all life is equal, and then to apply that as law. People will be outraged. I know I would be.2 - Objective to who? Who gets to decide how valuable life is? And why should they get to? And who says they are right? The relative value of life works fine, thanks very much."
notsarc,"Actually, as long as any group is not breaking laws, their ownership of guns is legal. The KKK can even own guns as long as the KKK is abiding by the law. I noticed Brady refered to the KKK as a mob, I get the picture Brady thinks that if gun owners gather for whatever the reason, that we are mobs as well, but when his side gathers they are an organization. And no Brady, I dont belong to or associate with hate groups."
notsarc,"Don't you think this would fit the 'Creationism is nothing but lie's thread a bit better? Although I notice The Skeptic making disparaging remarks about your examples, it seems he attacks you more than deal with the well documented   examples you have."
notsarc,"But the big bang did not create matter. Matter can neither be created nor destroyed. The matter was already there.You might just as easily ask if god was there to create the universe, where did this god come from.Your answer would be that god has always been there, but I would argue that the matter has always been there. The only difference between these theories is that mine has one less assumption."
notsarc,"Again, this wasn't just about you and me. I do think you corrected someone's spelling and if you didn't it was another creationist."
notsarc,"Yes, they do show a faithful devotion to the ultimate reality that there are no gods. You're an atheist, aren't you?"
notsarc,"Please define ""climb upward"" and ""downhill slide"" in biologically meaningful terms. Please define ""degeneration."""
notsarc,"Considering your previous comment, that isn't you. Once again, that opinion is based upon who you read."
notsarc,"Steve - its not about qualifications - its about impact. Women are the ones who get pregnant, we should have more authority in the matter."
notsarc,"Having human DNA does not necessarily make one a human being. Transgenic animals can have human DNA, does that make them human beings."
notsarc,Because you know the peer review process is biased. Anything submitted for peer review with a recognizable name like Dembski or Behe will be automatically rejected before the first word is read. The scientific community's problems are just that big.
notsarc,So you're accusing me of the thing that your most guilty of? As I remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling. And aren't you interested in the truth. Why isn't whether Jefferson said it or not important?
notsarc,"No, that was not an argument. It was an illustration of a point. The point was this: that in order to stand in moral judgment of God, you would have to be of higher moral character than God. In other words, you would have to be God in order to judge God. Now, the point I made is that this is highly unlikely, as any being claiming to be God would not misspell words, no matter how closely the letters are on the keyboard.To be clear, I was not attacking you (at least I didn't intend to) by calling out your spelling mistake. I was trying to illustrate a point. And the point was this: you are not perfect, and therefore, you are not God. And if you are not God, then you really cannot stand in moral judgment of God."
notsarc,"And once it has begun, which would you rather have?"
notsarc,"the blog is just the link for the article....geez, get a grip."
notsarc,"But it's not detecting any ""new"" wavelength. It's just detecting a wavelength that our eyes are incapable of detecting. You can't see radio waves, so radio waves are meaningless to your eye, but they're not meaningless to your clock radio receiver."
notsarc,"With all the debt Obama has generated for our nation, he deserves to be filibustered into the ground. For too long the democrats had absolute power and ran amok and unchecked, answering to absolutely nobody and ignoring the will and the voice of the people."
notsarc,The thing is the Dempski didn't provide any kind of testable or detectable definition about what information is either. He used vague but scienficially sounding terms to push his case. He knew it too.
notsarc,"George Bush won the majority of votes (the first majority winner in 16 years) in an election with the highest turnout in US history (>117Million voters). The Senate Minority Leader was defeated by a nobody. Democrats lost at least 3 seats in each of the House and Senate, something that never happens in a Presidential election year. This gave the Republican majority in both branches of Congress even more control. 11 Liberal ballot initiatives went down in flames by huge margins. If liberalism ISN'T dead, then it's in ICU on a heart and lung machine. emoticonXRolleyes "
notsarc,Because there are people who are trying to deny the theory of evolution it's place as a vital part of public school's biology curriculum.
notsarc,"Did you read the article? A capuchin is type of monkey, in this case, the type that was used in the experiment."
notsarc,"It is an acronym for 'Y'oung 'E'arth 'C'reationist. In other words... someone who believes that the earth is only 6,000 - 10,000 years old and was created in six days by a being known as God."
notsarc,Well I guess Nato basically::p summed it up:Stupid is as stupid doe's.
notsarc,And it is much easier to have an abortion than to be a mother.
notsarc,It's one thing that stands between us and a mindless theocracy. It protects the freedom of women from would-be ayatollahs who would make them sexual slaves.
notsarc,"What are you talking about? Please define information. What does ""new"" information have to do with natural selection or evolution? Evolution is NOT defined by evolutionary biologists as an increase in information.So I ask again, please define information in a meaningful way as it applies to DNA and the genome of an organism."
notsarc,But the law of angular momentum does not require that all parts of a spinning object spin in the same way now does it. If so then something like a rotary engine for an aircraft would not be possible!
notsarc,"No, not in the least. It's real intent was to throw a bone to the people pretending to have ""family values"". The religious right, the conservatives, that lot."
notsarc,"I think that we've got to draw a line at some point, to demarcate between adult and child. Where ever we do draw it, it will seem, in some situations to be arbitrary. If we made it 20, the question would be why 20 year olds and not 19. Through the years society has determined that by 18 people should have attained enough life experience to form intent and to comprehend that their actions have consequences (at least as it applies to the death penalty, they can be tried as adults w/o death). We don't execute people who can't comprehend the nature of their crimes and society says that, under 18 you can't fully comprehend criminal actions."
notsarc,I believe the large majority of such deaths occur among inner city kids who don't know anything about guns except for what they see on TV and movies.
notsarc,"Huh? With a 26"" barrel the .50 is good out to 2100 yards. With the 29 or 36 that increases to 2500, but the world record sniper shot was made with a .50 BMG and it was 2657 (1.51 miles)."
notsarc,Actually I don't deal with spanish or french because I don't have to. I speak english. emoticonXRolleyes
notsarc,"Preganancy should not be used as a punitive measure against women who are sexual. What you think is not reflective of the reality of women and their cicumstances that exist in the world. The reasons to abort are numerous and complicated. Some reasons are more valid than others. But you have no way of knowing that for millions of women, only they can really know.And although there are some youngsters in this forum who negate life experience, it is not to be negated. Ther is a lot to be said for ""walking in a mile in another's shoes"". Be careful about your desire to take the life circumstances of a stranger in your hands. Are you ready to be morally cuplable for the damage you could do?"
notsarc,"Thats a very good question. To be honest - I would prefer no legislation period - but I would not get up in arms about a late term restriction like I described because 1) a fetus could very well survive outside of the mom at that point, 2) most reputable doctors won't conduct an abortion at that stage without a legitimate medical reason anyway."
notsarc,"I think a free society works better by saying ""You have to have at least a certain variety to give your customers a choice in products"". Businesses should have the restrictions, not private citizens."
notsarc,"That's not exactly true now, is it? People get to vote for elected officials, and that's all that's guaranteed federally. Some states have provisions for allowing people to vote on local laws, but in some states the government is allowed to prevent the vote. And of course there is no provision at all allowing the people to vote on federal laws. So in point of fact it is a true statement that in the United States someone is not allowed to vote on X, for some values of X."
notsarc,"How is that related to deterrence?       Once again, deterrence is preventing through the fear of consequences.      What you are talking about is not related to the subject of deterrence."
notsarc,"True, but what i was trying to state is that the bible has little to do with christianity if you dont believe in it. I know many christians who believe in god, and jesus etc, but think the bible is completely false, and is only a book of fables. Thats what i was trying to imply."
notsarc,"You know, I heard that from my mom last week. My parents moved to Arkansas when my dad retired a few years back. Mom thought it was amusing and disgusting that the state she moved to would have voted in such an alarming manor yet takes no measure to secure the marriages they already have. Ironic indeed."
notsarc,"You SERIOUSLY need to take a basic biology course so you can stop sticking your foot in your mouth emoticonXRolleyes An egg is NOT larva, and larva is NOT a caterpillar, and a caterpillar is NOT a butterfly - much the same as a zygote is NOT a embryo, and a embryo is NOT a fetus, and a fetus is NOT a baby, and a baby is NOT an adult. I challenge you to prove that a larva is exactly the same as a butterfly. If you can't even do something as simple as that, then you'll never understand the process/transformation of what a human has to go through, and THAT in and of itself should give you a clue as to how much in denial you are in, and how much you have to twist the truth around just to justify your version of events. Deal with it!"
notsarc,This seems to conflict with some of your earlier posts wherein you support terrorists.
notsarc,"And if there are two competing hypotheses that are actually hard to choose between? As they get closer, it becomes less possible to choose by instinct or testing. A principle comes in handy."
notsarc,"Would that work like the ban on illegal drugs in American? Does that ban keep illegal drugs out of American? The ban on illegal drugs does one thing, it does keep illegal drugs from law-abiding citizens. Law-abiding citizens are the only ones that respect the law when it comes to bans."
notsarc,"For me, this is like the idea that the speed of light was once very fast and has now slowed down. Both ideas indirectly call god a liar. This is bad. If all of our experiments show the Earth is 4.5 billion years old, then that is how old it is. If the Bible says something different, then either God meant Genesis for peoples past and now uses scientists to explain things better (though I am uncomfortable with this idea as many scientists are atheists), or our puny minds, compared with God's, haven't yet worked out how Genesis and an old Earth tie together."
notsarc,"The comic relief doesn't even recognize it has passed in on, or attempted to!"
notsarc,"YES! the founding fathers realized government was to serve the people it governed. With out a set of rules that limited the government it would run wild (as england did). They made the bill of rights and constitution so that it would limit the government (to keep it from becoming too powerful, and overstepping it's bounds). And the only way the constitution could actually be enforced was for the population to uphold it.Back in the time of it's writing they probably saw the best way for a population to force a government to not over step it's bounds was to force it... er... by force.Today in the information age, a much better weapon is our right to vote. Sweeping changes can be implemented with out the use of force using the system. "
notsarc,"But you are forgetting life-without-parole (and I do mean WITHOUT parole). With life without parole, there is also no recidivism."
notsarc,And there are plenty of people who smoke who don't develop lung cancer. You're cherry picking.
notsarc,Right. And that is the reason for peer review. Creationists don't subject their ramblings to peer review. That is why so much care is devoted to the proper construction of experiments to test the hypotheses by real scientists. Creationists just invent ad hoc stories without any experimentation.
notsarc,"A more precise term would be ""broaden,"" since nothing about the definition pertaining to the people currently covered by it would be affected, ""diluted"" or altered in any way anyone has yet demonstrated. Nothing about the definition that pertains to people who already are, or can be married changes one iota. Their rights, benefits, and protections remain exactly the same. The only ""change"" would be to other  people, people who have no connection to, nor impact on, the marriages of anyone else: the gays who'll marry if the legal definition is broadened to encompass them. And the only ""change"" in that regard will be the fact that they are  encompassed by it, nothing more. No substantive aspect of the definition as it currently stands changes in the slightest.The change is not in the definition itself. It's in who it applies to."
notsarc,"Excuse me, but you didn't fully read what he wrote. He didn't say that he supported abortion. He said that he wasn't as much a freak about it as you're being."
notsarc,Evolution wasn't introduced until 1859. When did abortion become popular?The industrial revolution occurred in the 1800s. Maybe that was the cause of abortion's alleged popularity.Grover Cleveland was elected in the 1800s. Clearly he had something to do with the alleged increase in abortion's popularity.The American Civil War occurred in the 1800s. It must have been the impetus for the rise in popularity of abortion.A human embryo does have features that look like gill slits. They are not gills but pharyngeal clefts. No modern book presents any information that human embryros have gill slits as if it is fact.
notsarc,"Well let me put it like this, I consider it your duty because if you don't protect yourself then you basically shift that responsibility to someone else. Not only is this incredibly selfish, but 9 out of 10 times the 'protection business' gets outsourced to the State.This in itself it dangerous because when people decide that a third party like the State (which has no real accountability) has control over their lives it can all to easily lead to a situation where the State becomes tyrannical.More people have been killed by their own government than by any foreign government."
notsarc,"Hang on....think about it.......if there is a large group of people who live in the south, and this large group of people moved to the north, WHY -- being from the south -- would there be anyone in the population that had light skin? Look at Iraq -- all those people have the same exact skin color. Same with Kenya. Same with Japan. Same with Russia. Thus, if any of those groups of people were to migrate, they'd all be in the same boat! There would be NO measurable variation of skin color. Your premise is faulty -- as is the whole premise of Toe."
notsarc,And can you please tell me the difference between nonrandom variation and directed variation? I'd also like a link to verify what you say. Thank you. God Bless!
notsarc,"And yet you ""and other women"" feel free to impose their version of reality on innocent lives."
notsarc,"So...what was all that bull**** about terrorists exploiting America's ""weak gun control laws"" in order to amass arsenals of deadly weapons?It seems to me that they don't need undercover operatives to come to America, forge documents and undergo background checks just to get civilian weapons. They've got their own arms manufacturing plants over there, they can make whatever they need or want."
notsarc,"Apart from the 'horizontally instead of vertically' part which I didn't understand - we're a hundred or so years too late, unfortunately. You might as well ask for an example of a book or website on cosmology that 'admits' the sun may just be a big ball of fire pushed by a scarab beetle, and not a nuclear furnace about which the earth orbits. There comes a point where continuing to seriously 'consider' a viewpoint becomes a waste of time and resources, because sufficient testing has been done and evidence recovered to discount it. We may one day encounter evidence that completely overturns the whole applecart, but so far it hasn't happened."
notsarc,"The quality of life ethic is far different from sactity/dignity of life ethic. A quality of life ethic carried out to its logical conclusions does not promote a pro-life society. Instead, there would be genocide against the handicapped, elderly, and people who people of power have deemed life unworthy of life. The problem with this ethic is that it is centered in arbritrary people deciding arbritarily which person passes the ""quality of life"" test."
notsarc,"Actually, I don't ask how the idea occurred. As I mentioned, Darwin suggested it. I'm not sure what the rese of that paragraph means."
notsarc,"Because everyone is equal in the eyes of the law, and rightly so. As for moral standing, you see no problem with equating his immoral behaviour with your own response. Most would."
notsarc,"Actually there is a better solution.   Mandatory male and female birth control pills, financial penalties if you stop taking. Anyone who would get off the pill would want a kid, therefore, abortions would cease."
notsarc,"I think you do not know what you are talking about. Your description fits the matter ""god"" you belive in."
notsarc,"Anyway Duo_Maxwell this isn't only creationist debaters, there are many more who do the same thing with different debates. you also forgot7. Make random accusations of logical fallacies when they have no idea what they even mean. Example: You said that my spelling is wrong, that's the biggest strawman I've ever heard8. Correct spelling mistakes and convienantly not answer the question. Example: ""What do you thinkk of carbon dating?"" ""you spelled think wrong"". If you want to correct spelling, fine but answer the question as well."
notsarc,"Yes because it is ""officially"" a life.Whether a person believes in life at conception or not they all agree it is life at birth and half way through life it is still life and right before death it is still life.If she does not want the child she can refrain from sex,use a contraceptive or abortion.If he does not want it he can refrain from sex (not likely for men),use a condom (not a guarantee to work),have surgery (hard to reverse) but that is it.So if he was to use a condom and get her pregnant she still has the last option."
